folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00000573,00000573/30.jpg,"[[[ 53  86 140]
  [ 48  80 137]
  [ 41  76 134]
  ...
  [ 29  36  78]
  [ 27  34  76]
  [ 27  34  76]]

 [[ 50  83 137]
  [ 46  78 135]
  [ 39  74 132]
  ...
  [ 20  27  69]
  [ 24  31  73]
  [ 24  31  73]]

 [[ 44  79 137]
  [ 41  76 134]
  [ 38  72 133]
  ...
  [ 14  21  63]
  [ 20  29  70]
  [ 21  30  71]]

 ...

 [[250 255 254]
  [241 245 248]
  [243 244 248]
  ...
  [139  93  60]
  [140  95  62]
  [141  95  62]]

 [[246 254 255]
  [237 245 248]
  [241 245 248]
  ...
  [134  89  58]
  [135  92  60]
  [135  92  60]]

 [[242 249 255]
  [245 252 255]
  [252 255 255]
  ...
  [131  88  56]
  [133  89  60]
  [133  89  60]]]","0.37554,5","0.03613,7","1,6","0.16281,7","0.44532,6","0.01858,6","0.25881,6","0.13219,4","0.2463,5","0.02087,5","0.029901,6","0.27654,6","0.099714,9","0.28561,7","0.068456,6","0.042073,5","0.37721,5","0.032023,7","0.016217,5","1,6","0.45501,7","0.58597,6","0.648,5","0.047252,6","1,5","0.52766,7","0.43179,5","0.0086103,5","0.019961,6","0.098176,5","0.042647,6","0.90301,4","0.29261,6","0.40757,6","0.81257,6","0.45889,7","0.26439,5","0.2245,5","0.31818,6","0.12116,7"
00001048,00001048/20120706_080937.jpg,"[[[ 69 104 162]
  [ 71 103 162]
  [ 65 101 159]
  ...
  [ 69  90 147]
  [ 73  82 123]
  [  4   4  28]]

 [[ 66 102 154]
  [ 77 108 154]
  [ 80 108 147]
  ...
  [ 66  91 145]
  [ 68  82 119]
  [  1   7  31]]

 [[ 56  90 135]
  [101 127 160]
  [217 234 250]
  ...
  [ 68  96 144]
  [ 65  83 119]
  [  0  10  34]]

 ...

 [[ 16  19  12]
  [ 17  18  13]
  [ 16  17  12]
  ...
  [ 20  23  28]
  [ 23  24  28]
  [  2   2   4]]

 [[ 73  74  68]
  [ 70  71  66]
  [ 70  70  68]
  ...
  [ 74  75  79]
  [ 67  68  70]
  [  6   6   8]]

 [[ 28  29  24]
  [ 28  28  26]
  [ 28  28  26]
  ...
  [ 28  28  30]
  [ 26  26  28]
  [  1   2   4]]]","0.28931,5","0.01124,7","1,8","0.019713,7","0.37171,5","0.040722,5","0.64801,6","0.17724,5","0,6","0.016421,8","0.029306,6","0.37031,5","0.49658,5","1,5","0.051349,12","0.38088,3","0.32218,4","0.024677,6","0.018226,5","0.59984,7","0.53978,6","0.17897,5","0.48517,9","0.010775,5","0.91092,7","0.6112,7","0.79928,5","0.27338,8","0.14679,7","0.039791,5","0.011366,11","0.22949,6","0.6216,5","0.035153,6","0.63864,7","0.55554,5","0.42087,6","0.17988,5","0.18067,6","0.80185,6"
00001065,00001065/20110311_045619.jpg,"[[[242 253 249]
  [166 176 175]
  [219 229 228]
  ...
  [ 99 110 112]
  [218 227 232]
  [ 89  98 105]]

 [[237 241 240]
  [176 182 182]
  [204 212 214]
  ...
  [ 99 107 110]
  [222 227 231]
  [ 76  81  87]]

 [[228 234 234]
  [ 64  72  74]
  [167 177 179]
  ...
  [124 132 135]
  [236 239 244]
  [ 92  95 102]]

 ...

 [[ 11   9  14]
  [ 18  16  21]
  [ 16  11  17]
  ...
  [ 18   7  11]
  [ 23  10  17]
  [ 21   6  13]]

 [[ 10  11  16]
  [ 18  17  25]
  [ 19  18  26]
  ...
  [ 21   8  17]
  [ 16   3  12]
  [ 21   8  18]]

 [[ 13  13  21]
  [ 16  16  24]
  [ 24  24  32]
  ...
  [ 23  10  20]
  [ 24  11  21]
  [ 20   8  20]]]","0.49171,6","0.29028,6","0.43428,6","1,5","0.92612,6","0.06953,5","0.10855,6","0.20381,7","0.045424,6","0.03961,6","0.16259,5","0.11898,6","0.15768,5","0.77779,5","0.0071273,5","0.28154,6","0.13823,7","0.27276,5","0.38204,5","0.37386,6","0.52063,5","0.23414,5","0.99631,5","0.029463,7","0.44473,5","0.76442,7","0.033074,5","0.72288,5","0.10375,6","0.016848,5","0.55146,6","0.096849,6","0.69153,6","0.27367,6","0.87908,6","0.38323,6","0.7093,6","0.32334,6","0.38569,6","0.051075,7"
00001308,00001308/20120118_032514.jpg,"[[[ 19  19  19]
  [ 19  19  19]
  [ 19  19  21]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]]

 [[ 19  19  19]
  [ 19  19  19]
  [ 19  19  21]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]]

 [[ 19  19  19]
  [ 19  19  19]
  [ 19  19  21]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]]

 ...

 [[121 110 118]
  [122 109 116]
  [124 111 118]
  ...
  [ 95  81  78]
  [ 92  79  73]
  [ 94  81  75]]

 [[121 111 119]
  [121 110 118]
  [123 112 118]
  ...
  [ 96  85  81]
  [ 92  81  77]
  [ 91  80  76]]

 [[121 114 121]
  [118 111 118]
  [123 114 119]
  ...
  [100  89  87]
  [ 97  87  85]
  [ 94  85  80]]]","0.9361,6","0.25693,6","0.83541,6","0.030846,5","0.23334,5","0.0075911,6","0.1144,5","0.18391,6","0.038663,6","0.8688,6","0.051387,6","1,5","0.032762,6","0.09921,6","0.008965,6","0.069973,6","0.0084631,6","0.11495,5","0.86767,6","0.16841,5","0,5","0.55308,5","0.048641,5","0.33669,5","0.58784,6","0.37649,6","0.0055324,6","0.96562,5","0.70291,5","0.054037,6","0.95654,5","0.48924,5","0.24907,5","0.25871,5","0.10276,5","0.15259,6","0.14186,7","0.39272,5","0.31016,5","0.025097,6"
00005381,00005381/20110409_034023.jpg,"[[[ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  5]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[42 44 39]
  [46 47 42]
  [47 48 43]
  ...
  [18 22 25]
  [ 2  6  7]
  [ 0  4  5]]

 [[43 44 39]
  [45 46 41]
  [47 46 42]
  ...
  [19 24 27]
  [ 4  8  9]
  [ 0  3  4]]

 [[48 49 44]
  [49 48 44]
  [50 49 44]
  ...
  [14 19 22]
  [ 4  8  9]
  [ 2  3  5]]]","0.47892,6","0.34425,5","1,6","0.61687,6","0.80644,5","0.0069343,5","0.73865,5","0.30845,5","0.19317,7","0.26732,5","0.052374,6","0.58371,6","0.55041,5","0.57652,6","0.031975,6","0.02486,6","0.048609,5","0.082596,5","0.59291,6","0.41536,5","0.82422,5","0.37205,5","0.44525,5","0.043417,7","0.96449,6","0.64815,6","0.44731,5","0.54267,5","0.27846,5","0.19951,5","0.09208,5","0.54749,6","0.31871,6","0.15678,6","0.45308,6","0.29673,5","0.90653,5","0.23179,6","0.22956,5","0.001854,6"
00007202,00007202/20110116_163103.jpg,"[[[234 234 234]
  [  4   6   3]
  [132 137 133]
  ...
  [136 137 142]
  [181 182 187]
  [ 15  16  21]]

 [[240 242 239]
  [113 115 112]
  [190 192 191]
  ...
  [ 80  81  83]
  [172 171 176]
  [ 14  13  18]]

 [[239 241 240]
  [ 34  36  35]
  [151 151 151]
  ...
  [197 199 198]
  [ 39  39  41]
  [ 12  11  16]]

 ...

 [[  0   1   0]
  [  1   3   0]
  [  0   4   0]
  ...
  [  3   3   1]
  [  2   2   0]
  [  1   1   0]]

 [[  0   2   0]
  [  0   2   0]
  [  1   3   0]
  ...
  [  1   1   0]
  [  1   1   0]
  [  3   3   1]]

 [[  0   2   1]
  [  0   2   0]
  [  1   3   0]
  ...
  [  2   2   0]
  [  3   3   1]
  [  4   4   2]]]","0.067313,5","0.056139,6","1,6","1,5","1,5","0.097582,6","0.055244,5","0.031049,6","0.029422,6","0,5","0,6","0.0053539,5","0.021555,5","0.21574,6","0.028141,4","0.037752,7","0.011332,7","0.0080391,6","0,5","0.30516,5","0.17017,6","0.44948,5","0.91763,5","0.025243,6","1,7","0.33589,5","0.73785,5","0.018517,5","0.019242,5","0.25982,5","0.033733,6","0.21328,6","0.74714,6","0.30755,5","0.16703,5","0.34332,5","0.46985,6","0.75195,6","0.023682,6","0.1737,6"
00007371,00007371/20121226_164731.jpg,"[[[ 66 119 171]
  [ 67 120 170]
  [ 68 122 166]
  ...
  [ 37  60  91]
  [ 37  60  92]
  [ 39  59  94]]

 [[ 60 116 165]
  [ 64 118 165]
  [ 67 120 164]
  ...
  [ 38  61  93]
  [ 39  59  92]
  [ 42  62  97]]

 [[ 63 120 163]
  [ 66 120 164]
  [ 67 120 164]
  ...
  [ 41  61  94]
  [ 40  60  93]
  [ 37  57  92]]

 ...

 [[  2   4   3]
  [  4   2   3]
  [ 12   6  10]
  ...
  [  4   4   2]
  [  3   2   0]
  [  1   0   0]]

 [[  3   5   0]
  [  7   6   4]
  [ 10   4   6]
  ...
  [  5   5   3]
  [  4   4   2]
  [  5   4   2]]

 [[  5   8   1]
  [  9   8   4]
  [ 18  12  14]
  ...
  [  5   5   3]
  [  2   2   0]
  [  4   3   1]]]","0.45125,5","0.16716,5","0.77883,5","0.56012,6","0.66045,7","0.014559,5","0.70259,6","0.13738,6","0.28586,6","0.11189,6","0.007527,6","0.2924,6","0.24868,6","0.15433,6","0.021584,6","0.5205,6","0.022023,6","0.0077462,5","0.46615,5","0.19607,5","0.012539,7","0.33427,4","0.7171,5","0.042058,6","0.93587,6","0.038712,7","0.0094004,7","0.76592,5","0.12412,6","0.094052,6","0.044433,5","0.26519,6","0.48787,6","0.30755,5","0.027372,5","0.08615,6","0.4864,6","0.13952,5","0.34402,6","0.2783,5"
00008205,00008205/20110118_005718.jpg,"[[[ 84  82  83]
  [ 83  82  78]
  [ 82  83  77]
  ...
  [ 84  84  86]
  [ 85  85  83]
  [ 84  85  80]]

 [[ 79  79  81]
  [ 79  79  77]
  [ 80  81  76]
  ...
  [ 85  84  82]
  [ 82  83  78]
  [ 82  83  78]]

 [[ 81  81  83]
  [ 81  81  81]
  [ 81  81  79]
  ...
  [ 81  80  76]
  [ 83  82  77]
  [ 84  85  79]]

 ...

 [[ 79  81  80]
  [ 75  75  75]
  [125 125 127]
  ...
  [ 78  84  74]
  [ 76  81  74]
  [ 78  83  77]]

 [[ 76  78  75]
  [ 78  78  78]
  [ 74  74  76]
  ...
  [ 79  82  73]
  [ 76  79  70]
  [ 75  78  69]]

 [[ 77  78  73]
  [ 77  77  75]
  [ 79  79  79]
  ...
  [ 83  84  76]
  [ 81  81  71]
  [ 77  77  67]]]","0.26596,3","0.023931,7","1,6","0.32994,6","0.1478,6","0.061287,6","0.79792,6","0.25363,6","0.11072,10","0.0094528,3","0,4","0.45986,4","0.28227,5","0.12861,5","0.064929,2","0.0093728,5","0.020177,5","0.0292,4","0.27242,6","0.55991,6","0.052124,5","0.86447,5","0.86038,5","0.0080826,5","1,6","0.0023445,6","0.19876,6","0.47731,5","0.16603,5","0.23933,4","0.0076638,6","0.42172,7","0.30594,5","0.64992,7","0.01292,5","0.26068,6","0.3726,5","0.76471,5","0.56635,7","0.037032,5"
00008346,00008346/20110220_141558.jpg,"[[[122 119 112]
  [124 121 116]
  [124 123 119]
  ...
  [147 147 137]
  [215 211 202]
  [126 119 111]]

 [[125 122 117]
  [124 121 116]
  [125 122 117]
  ...
  [154 155 147]
  [185 184 179]
  [ 82  79  74]]

 [[123 119 116]
  [126 122 119]
  [124 121 116]
  ...
  [141 142 134]
  [205 206 200]
  [ 96  95  91]]

 ...

 [[163 174 178]
  [162 171 176]
  [169 178 183]
  ...
  [164 172 193]
  [165 173 192]
  [168 176 195]]

 [[163 172 177]
  [167 176 181]
  [169 178 183]
  ...
  [166 177 197]
  [162 173 191]
  [164 175 193]]

 [[168 175 181]
  [166 173 179]
  [164 171 177]
  ...
  [161 172 190]
  [160 171 189]
  [163 174 192]]]","0.83371,5","0.74417,6","0.10471,6","0.034772,5","0.030846,5","0.29975,5","1,5","0.82674,6","1,5","1,5","0.0095238,6","1,5","0.0056467,5","0.49518,5","0.057477,5","0.14594,5","0.01779,5","0.018616,5","1,5","0.027992,5","0.15251,5","0.2697,6","0.54757,5","0.17944,5","0.20574,5","0.28527,5","0.12436,5","0.90183,6","0.46277,6","0.70059,7","0.97121,5","0.42565,6","0.33552,6","0.39781,6","0.071039,5","0.029522,7","0.20375,6","0.39304,6","0.645,6","0.01711,6"
00008383,00008383/20111226_172220.jpg,"[[[231 236 230]
  [ 18  20  17]
  [  0   0   0]
  ...
  [ 14   3   9]
  [ 13   4   9]
  [  9   0   5]]

 [[232 234 229]
  [ 17  17  15]
  [  2   0   1]
  ...
  [ 14   5   6]
  [ 12   3   4]
  [ 11   2   3]]

 [[242 241 239]
  [ 46  45  43]
  [ 30  28  29]
  ...
  [ 13   8   4]
  [ 15   7   4]
  [ 14   6   3]]

 ...

 [[147 147  83]
  [139 137  80]
  [141 139  88]
  ...
  [193 115  41]
  [197 121  45]
  [194 118  40]]

 [[152 148  87]
  [151 146  88]
  [142 139  84]
  ...
  [191 117  44]
  [191 118  41]
  [190 117  38]]

 [[160 149  93]
  [156 147  90]
  [153 148  92]
  ...
  [184 114  42]
  [188 119  41]
  [190 122  41]]]","0.6339,6","0.002682,6","1,6","0.053352,6","0.15201,7","0.036134,5","0.15109,6","0.097411,5","0.13875,6","0.57546,6","0.03326,7","0.73154,5","0.56973,5","0,5","0.05083,6","0.028495,6","0.019362,5","0.23354,5","0.65523,6","0.94697,6","0.10334,5","0.63199,6","0.19074,6","0.0043368,6","0.82409,6","0.15052,6","0.15846,5","0.60636,5","0.43872,5","0.11385,7","0.8308,5","0.86155,6","0,5","0.3946,5","0.19911,7","0.12317,6","0.020284,5","0.7383,5","0.53519,5","0.050565,6"
00008402,00008402/20121125_161114.jpg,"[[[238 237 233]
  [ 43  29  28]
  [ 36  12  12]
  ...
  [122 131 130]
  [123 132 131]
  [126 131 134]]

 [[233 234 229]
  [ 35  25  24]
  [ 33  15  15]
  ...
  [121 130 129]
  [115 123 125]
  [124 127 132]]

 [[239 239 237]
  [ 59  53  53]
  [ 56  44  44]
  ...
  [122 131 130]
  [127 135 137]
  [125 128 135]]

 ...

 [[ 24   3   0]
  [ 22   1   0]
  [ 26   4   6]
  ...
  [ 35  11   9]
  [ 40  16  14]
  [ 45  17  14]]

 [[ 27   3   1]
  [ 25   1   1]
  [ 24   0   0]
  ...
  [ 25   1   0]
  [ 25   1   0]
  [ 28   2   1]]

 [[ 26   2   2]
  [ 33   7   6]
  [ 30   4   3]
  ...
  [ 27   1   0]
  [ 29   5   3]
  [ 26   2   0]]]","0.37328,7","0.5501,7","0.56744,8","0.18992,6","0.20369,5","0.032469,5","0.75184,6","0.97084,5","0.64917,6","0.096071,5","0.033847,8","0.8119,6","0.11819,8","0.24528,7","0.014029,6","0.60847,6","0.026374,6","0.060116,8","0.079972,5","0.028025,6","0.023605,6","0.7902,5","0.38494,6","0.10695,8","0.91168,8","0.049709,5","0.10374,6","1,8","0.57063,7","0.35608,7","0.49621,8","0.24041,5","0.42517,7","0.53817,5","0.16485,7","0.076308,5","0.25948,5","0.22789,7","0.79376,5","0.22142,5"
00008616,00008616/20120303_141130.jpg,"[[[156 156 146]
  [156 156 146]
  [156 158 147]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[153 154 146]
  [156 158 147]
  [158 160 149]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[149 152 143]
  [151 154 145]
  [158 160 149]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 92 102 104]
  [ 92 100 103]
  [ 73  78  82]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 31  39  41]
  [ 27  32  35]
  [ 25  29  30]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  4  10   8]
  [  0   4   3]
  [  0   1   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.4936,8","0.52732,8","0.27108,9","0.36742,6","0.19524,5","0.031665,6","0.9452,6","0.64273,7","0.23829,6","1,5","0.026444,5","0.96193,7","0.24909,6","0.54378,5","0.054138,8","0.041962,7","0.042297,6","0.022957,6","0.984,6","0.15575,6","0.12307,7","0.48877,6","0.8734,10","0.039681,5","0.1716,8","0.51008,5","0.013366,7","0.94645,6","0.050809,7","0.27073,8","0.93944,7","0.52617,11","0.37072,7","0.025528,6","0.1742,6","0.23602,6","0.82428,5","0.023746,6","0.31213,5","0.14753,7"
00008728,00008728/20130122_173157.jpg,"[[[  0   2  10]
  [  1   8  16]
  [  4   8  17]
  ...
  [111 120 137]
  [ 94 102 113]
  [  5  12  20]]

 [[ 74  81  87]
  [ 15  26  30]
  [  0  10  16]
  ...
  [105 123 137]
  [ 96 109 118]
  [  5  14  19]]

 [[ 35  44  49]
  [ 73  87  90]
  [ 28  46  50]
  ...
  [ 98 122 134]
  [ 95 112 120]
  [  5  14  19]]

 ...

 [[ 54  59  62]
  [ 55  59  62]
  [ 55  59  62]
  ...
  [ 42  46  45]
  [ 38  40  39]
  [  4   4   4]]

 [[ 56  64  66]
  [ 58  62  65]
  [ 64  63  68]
  ...
  [ 44  48  47]
  [ 41  43  42]
  [  4   6   5]]

 [[ 58  68  69]
  [ 62  66  69]
  [ 63  62  67]
  ...
  [ 41  45  44]
  [ 38  40  39]
  [  3   5   4]]]","0.64081,4","0.22753,8","0.5992,7","0.79653,6","0.88756,7","0.058126,6","0.2059,4","0.29348,5","0.11783,7","0.70293,6","0.037337,5","0.78857,5","0.023794,11","0.31554,7","0,5","0.14252,6","0,6","0.47971,4","0.52732,6","0.28851,5","0.047273,6","0.84766,6","0.36729,12","0.034464,5","1,5","0.14301,6","0.30241,4","0.47001,6","0.25246,10","0.069375,9","0.67462,5","0.37934,10","0.11772,7","0.56077,5","0.043656,7","0.34397,6","0.043223,7","0.27417,6","0.35258,6","0.050569,6"
00008915,00008915/20110320_033528.jpg,"[[[ 0  2  7]
  [ 0  2  7]
  [ 0  3  6]
  ...
  [50 54 55]
  [50 54 55]
  [49 53 54]]

 [[ 5  9 10]
  [ 0  3  8]
  [ 3  6 11]
  ...
  [50 54 55]
  [49 53 54]
  [49 53 54]]

 [[ 0  4  4]
  [ 0  4  7]
  [ 1  4  9]
  ...
  [49 53 54]
  [49 53 54]
  [48 52 53]]

 ...

 [[42 42 42]
  [38 38 38]
  [34 34 34]
  ...
  [35 37 36]
  [30 32 31]
  [26 28 27]]

 [[37 37 37]
  [37 37 37]
  [38 38 38]
  ...
  [36 38 37]
  [34 36 35]
  [31 33 32]]

 [[31 31 31]
  [37 37 37]
  [43 43 43]
  ...
  [35 37 36]
  [35 37 36]
  [35 37 36]]]","0.53649,5","0.025894,6","1,5","0.028585,5","0.23666,5","0.028035,5","0.13852,5","0.16371,6","0.26446,6","0.78871,6","0.074735,6","0.20361,5","0,5","0.1902,5","0.043702,6","0.10593,6","0.038221,6","0.43236,5","0.54543,5","0.86513,6","0.27278,6","0.69713,5","0.27184,7","0.018049,5","0.91136,6","0.06352,5","0.46474,4","0.14059,5","0.17853,6","0,6","0.49689,6","0.79631,6","0.3136,6","0.41058,6","0.47397,6","0.15065,5","0.32865,6","0.8162,5","0.17944,5","0.1675,8"
00009053,00009053/20120126_062110.jpg,"[[[144 155 149]
  [162 173 167]
  [129 140 132]
  ...
  [ 33  31  34]
  [ 44  42  45]
  [ 73  69  70]]

 [[187 198 192]
  [124 133 128]
  [160 169 164]
  ...
  [255 253 255]
  [ 50  45  49]
  [ 37  31  35]]

 [[246 255 251]
  [222 231 226]
  [131 140 135]
  ...
  [255 253 255]
  [  2   0   3]
  [ 42  36  40]]

 ...

 [[251 255 255]
  [253 255 254]
  [  5   7   6]
  ...
  [  6   0   0]
  [  6   0   0]
  [  8   0   0]]

 [[ 35  40  36]
  [242 247 243]
  [230 235 231]
  ...
  [  9   1   0]
  [  9   1   0]
  [  9   0   1]]

 [[ 61  66  60]
  [ 22  27  23]
  [  0   3   0]
  ...
  [ 12   2   1]
  [ 12   2   1]
  [ 12   2   0]]]","0.17191,5","0.019851,5","1,6","0.65691,5","0.70742,5","0.061628,5","0.14979,5","0.40079,6","0.025255,5","0.34733,6","0.014955,6","0.10842,5","0.0065035,6","0.19591,5","0.054582,5","0.010526,4","0.1742,6","0.28827,5","0.4519,5","0.027292,5","0.15882,6","0.59796,5","0.024623,7","0.12867,5","1,7","0.02272,6","0.095895,6","0.53265,6","0.22116,6","0.017328,5","0.7087,5","0.62344,6","0.40511,5","0.85411,5","0.036211,5","0.35857,5","0.043193,7","0.084754,6","0.62987,6","0.0087678,5"
00009103,00009103/20130320_181037.jpg,"[[[ 58  79  96]
  [ 47  68  87]
  [ 55  76  95]
  ...
  [137 145 147]
  [189 197 199]
  [ 73  81  84]]

 [[212 222 231]
  [ 45  54  63]
  [148 157 166]
  ...
  [108 118 119]
  [160 170 172]
  [ 42  51  56]]

 [[220 221 223]
  [129 130 132]
  [188 189 191]
  ...
  [185 196 200]
  [ 50  61  67]
  [ 65  75  85]]

 ...

 [[  0   4   4]
  [ 32  41  46]
  [ 50  59  74]
  ...
  [ 12  13  18]
  [ 45  52  60]
  [ 54  64  73]]

 [[ 13  21  23]
  [ 36  46  55]
  [ 40  49  66]
  ...
  [  5   4  12]
  [ 26  28  40]
  [ 46  52  66]]

 [[ 21  31  33]
  [ 39  49  59]
  [ 54  63  80]
  ...
  [ 16  13  24]
  [ 14  13  27]
  [ 36  37  55]]]","0.40146,6","0.25054,6","0.70985,7","0.45213,6","0.54568,6","0.021331,6","0.44405,5","0.59483,7","0.27964,6","0.61907,6","0.038625,8","1,5","0.08633,6","0.31918,5","0,6","0.032985,6","0.043082,6","0.074069,6","0.93798,5","0.029025,6","0.31596,5","0.65596,6","0.62676,5","0.051266,5","0.6751,6","0.12387,6","0.0072504,6","0.82106,5","0.168,6","0.34126,7","0.95204,6","0.014982,6","0.20148,6","0.80412,6","0.07596,6","0.18812,6","0.39375,5","0.8324,5","0.7807,5","0.0073624,6"
00009483,00009483/20111003_175401.jpg,"[[[ 54  62  65]
  [ 54  61  67]
  [ 59  65  77]
  ...
  [151 151 149]
  [175 175 173]
  [ 22  24  21]]

 [[ 57  64  70]
  [ 55  62  70]
  [ 55  63  76]
  ...
  [124 126 123]
  [224 226 223]
  [ 27  29  28]]

 [[ 56  63  73]
  [ 54  62  73]
  [ 52  59  75]
  ...
  [ 81  85  84]
  [213 215 214]
  [ 25  26  28]]

 ...

 [[ 55  39  23]
  [ 60  48  36]
  [ 58  50  39]
  ...
  [ 24  11  18]
  [ 31  15  18]
  [ 52  38  35]]

 [[ 65  52  33]
  [ 57  50  34]
  [ 51  45  31]
  ...
  [ 26  20  20]
  [ 36  28  26]
  [ 59  52  46]]

 [[ 61  53  30]
  [ 54  47  29]
  [ 40  34  22]
  ...
  [ 25  30  24]
  [ 34  35  30]
  [ 54  53  48]]]","0.13607,5","0.25079,6","0.99859,6","0.16828,5","0.88089,5","0.040454,6","0.042676,5","0.17261,5","0.02278,4","0.0014146,6","0.033579,5","0.17092,5","0.42933,6","0.67701,7","0.018308,6","0.03215,6","0.21136,5","0.035399,6","0.00075645,5","0.95988,6","0.54146,6","0.16677,5","0.32024,7","0.042058,6","0.81932,5","0.57569,6","0.08994,6","0.30459,5","0.17568,5","0.0035841,5","0.013662,6","0.93353,7","0.17046,6","0.21339,6","0.49559,5","0.46961,6","0.72111,7","0.43101,6","0.16136,5","0.042153,6"
00010091,00010091/20130112_182208.jpg,"[[[ 84  86  85]
  [ 40  42  54]
  [ 41  46  65]
  ...
  [ 13   4  25]
  [ 13   5  29]
  [  1   0  20]]

 [[ 80  83 102]
  [ 41  44  63]
  [ 69  71  86]
  ...
  [  8   6  20]
  [  8   4  21]
  [  1   0  15]]

 [[ 18  21  52]
  [ 89  91 114]
  [105 101 116]
  ...
  [  2  10  13]
  [  1   4   9]
  [  0   0   8]]

 ...

 [[106 103 114]
  [ 96  96 104]
  [ 92  93  98]
  ...
  [ 77  85  96]
  [ 74  75  77]
  [ 12   8   0]]

 [[  8   9  11]
  [  7   8  10]
  [  5   5   7]
  ...
  [  5   6  11]
  [  5   5   5]
  [  2   1   0]]

 [[  0   2   0]
  [  0   1   0]
  [  0   0   0]
  ...
  [  3   0   0]
  [  0   0   0]
  [  0   1   4]]]","0,5","0,6","1,7","0.029936,6","0.24891,6","0.011913,8","0.24574,4","0.16994,3","0.09822,5","0.92173,5","0,5","0.90408,5","0.54232,6","0.31909,7","0.047683,7","0.036965,6","0.0082688,6","0.021694,7","0.90925,6","0.39461,5","0.19032,6","0.55227,6","0.93093,5","0.048766,9","1,5","0.023174,6","0.071395,7","0.9321,6","0.15599,5","0.17621,10","1,5","0.88384,5","0.11665,7","0.37191,7","0.016957,6","0.036122,6","0.47407,6","0.01394,5","0.23047,6","0.019174,9"
00010098,00010098/20121006_172852.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 86 166 255]
  [ 87 167 254]
  [ 86 168 254]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 86 163 253]
  [ 89 166 254]
  [ 93 169 255]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 87 164 252]
  [ 88 164 250]
  [ 93 167 254]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.15082,6","0.046554,8","1,5","0.38084,5","0.77804,6","0.010322,7","0.52727,6","0.21264,7","0,7","0,5","0,5","0.22143,4","0.47139,6","0.36612,6","0.014848,16","0.46569,6","0.47495,6","0.17606,6","0.008954,5","0.25586,8","0.81614,7","0.39459,6","0.75779,12","0.040152,6","0.87421,6","0.21321,5","0.2717,5","0.3199,6","0.02125,6","0.089306,10","0.021347,4","0.0089457,8","0.82276,6","0.022457,5","0.10941,5","0.20303,6","0.46536,7","0.51215,5","0.20934,5","0.18295,5"
